case_id,cse_id,alert_id,created_at,investigation_started_at,closed_at,priority,investigation_summary,evidence_count,closure_reason,root_cause,remediation_status,reviewer_id
CSE-07-CASE-0045,CSE-07,CSE-07-ALT-0045,2026-08-06T03:38:00Z,2026-08-06T03:39:00Z,2026-08-06T05:09:00Z,Critical,"Investigated suspicious Reconnaissance activity on CSE-07-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-004,Completed,LEAD-REV-01
CSE-07-CASE-0046,CSE-07,CSE-07-ALT-0046,2026-08-08T09:47:00Z,2026-08-08T09:53:00Z,2026-08-08T11:01:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-07-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-005,Completed,LEAD-REV-01
CSE-07-CASE-0047,CSE-07,CSE-07-ALT-0047,2026-08-10T16:53:00Z,2026-08-10T16:57:00Z,2026-08-10T17:45:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-07-AST-006. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-006,Completed,LEAD-REV-01
CSE-07-CASE-0048,CSE-07,CSE-07-ALT-0048,2026-08-15T18:17:00Z,2026-08-15T18:27:00Z,2026-08-15T19:50:00Z,High,"Investigated suspicious Reconnaissance activity on CSE-07-AST-007. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-007,Completed,LEAD-REV-01
CSE-07-CASE-0049,CSE-07,CSE-07-ALT-0049,2026-08-15T14:58:00Z,2026-08-15T15:06:00Z,2026-08-15T16:30:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-07-AST-008. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-008,Completed,LEAD-REV-01
CSE-07-CASE-0050,CSE-07,CSE-07-ALT-0050,2026-08-17T13:04:00Z,2026-08-17T13:11:00Z,2026-08-17T14:48:00Z,Critical,"Investigated suspicious Lateral Movement activity on CSE-07-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-004,Completed,LEAD-REV-01
CSE-07-CASE-0051,CSE-07,CSE-07-ALT-0051,2026-08-07T14:53:00Z,2026-08-07T14:54:00Z,2026-08-07T16:04:00Z,High,"Investigated suspicious Malware activity on CSE-07-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-005,Completed,LEAD-REV-01
CSE-07-CASE-0052,CSE-07,CSE-07-ALT-0052,2026-08-23T14:17:00Z,2026-08-23T14:26:00Z,2026-08-23T15:56:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-07-AST-006. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-006,Completed,LEAD-REV-01
CSE-07-CASE-0053,CSE-07,CSE-07-ALT-0053,2026-08-01T15:23:00Z,2026-08-01T15:31:00Z,2026-08-01T17:19:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-07-AST-007. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-007,Completed,LEAD-REV-01
CSE-07-CASE-0054,CSE-07,CSE-07-ALT-0054,2026-08-18T19:22:00Z,2026-08-18T19:24:00Z,2026-08-18T20:35:00Z,High,"Investigated suspicious Identity/Credential Access activity on CSE-07-AST-008. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-008,Completed,LEAD-REV-01
CSE-07-CASE-0055,CSE-07,CSE-07-ALT-0055,2026-08-02T13:54:00Z,2026-08-02T13:58:00Z,2026-08-02T15:01:00Z,Critical,"Investigated suspicious Privilege Escalation activity on CSE-07-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-004,Completed,LEAD-REV-01
CSE-07-CASE-0056,CSE-07,CSE-07-ALT-0056,2026-08-07T16:41:00Z,2026-08-07T16:42:00Z,2026-08-07T18:26:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-07-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-005,Completed,LEAD-REV-01
CSE-07-CASE-0057,CSE-07,CSE-07-ALT-0057,2026-08-06T04:11:00Z,2026-08-06T04:15:00Z,2026-08-06T04:52:00Z,High,"Investigated suspicious Privilege Escalation activity on CSE-07-AST-006. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-006,Completed,LEAD-REV-01
CSE-07-CASE-0058,CSE-07,CSE-07-ALT-0058,2026-08-24T04:17:00Z,2026-08-24T04:23:00Z,2026-08-24T05:45:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-07-AST-007. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-007,Completed,LEAD-REV-01
CSE-07-CASE-0059,CSE-07,CSE-07-ALT-0059,2026-08-15T17:43:00Z,2026-08-15T17:50:00Z,2026-08-15T19:42:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-07-AST-008. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-008,Completed,LEAD-REV-01
CSE-07-CASE-0060,CSE-07,CSE-07-ALT-0060,2026-08-18T05:53:00Z,2026-08-18T06:02:00Z,2026-08-18T07:20:00Z,Critical,"Investigated suspicious Denial of Service activity on CSE-07-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-07-AST-004,Completed,LEAD-REV-01
CSE-08-CASE-0001,CSE-08,CSE-08-ALT-0001,2026-08-14T05:20:00Z,2026-08-14T05:21:00Z,2026-08-14T06:17:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-08-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-08-AST-002,Completed,LEAD-REV-01
CSE-08-CASE-0002,CSE-08,CSE-08-ALT-0002,2026-08-09T21:25:00Z,2026-08-09T21:35:00Z,2026-08-09T22:09:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-08-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-08-AST-003,Completed,LEAD-REV-01
CSE-08-CASE-0003,CSE-08,CSE-08-ALT-0003,2026-08-25T06:14:00Z,2026-08-25T06:22:00Z,2026-08-25T08:02:00Z,High,"Investigated suspicious Reconnaissance activity on CSE-08-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-08-AST-004,Completed,LEAD-REV-01
CSE-08-CASE-0004,CSE-08,CSE-08-ALT-0004,2026-08-10T13:53:00Z,2026-08-10T13:56:00Z,2026-08-10T15:44:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-08-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-08-AST-005,Completed,LEAD-REV-01
CSE-08-CASE-0005,CSE-08,CSE-08-ALT-0005,2026-08-06T07:16:00Z,2026-08-06T07:19:00Z,2026-08-06T09:07:00Z,Critical,"Investigated suspicious Reconnaissance activity on CSE-08-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-08-AST-001,Completed,LEAD-REV-01
CSE-08-CASE-0006,CSE-08,CSE-08-ALT-0006,2026-08-03T15:22:00Z,2026-08-03T15:29:00Z,2026-08-03T16:41:00Z,High,"Investigated suspicious Identity/Credential Access activity on CSE-08-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-08-AST-002,Completed,LEAD-REV-01
CSE-08-CASE-0007,CSE-08,CSE-08-ALT-0007,2026-08-19T17:29:00Z,2026-08-19T17:37:00Z,2026-08-19T18:24:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-08-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-08-AST-003,Completed,LEAD-REV-01
CSE-08-CASE-0008,CSE-08,CSE-08-ALT-0008,2026-08-29T14:32:00Z,2026-08-29T14:41:00Z,2026-08-29T16:00:00Z,Medium,"Investigated suspicious Malware activity on CSE-08-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-08-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0001,CSE-09,CSE-09-ALT-0001,2026-08-21T09:00:00Z,2026-08-21T09:04:00Z,2026-08-21T10:15:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0002,CSE-09,CSE-09-ALT-0002,2026-08-26T10:08:00Z,2026-08-26T10:15:00Z,2026-08-26T11:43:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0003,CSE-09,CSE-09-ALT-0003,2026-08-13T08:02:00Z,2026-08-13T08:08:00Z,2026-08-13T09:07:00Z,High,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0004,CSE-09,CSE-09-ALT-0004,2026-08-07T08:43:00Z,2026-08-07T08:47:00Z,2026-08-07T10:43:00Z,Medium,"Investigated suspicious Malware activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0005,CSE-09,CSE-09-ALT-0005,2026-08-05T11:24:00Z,2026-08-05T11:29:00Z,2026-08-05T11:09:00Z,Critical,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0006,CSE-09,CSE-09-ALT-0006,2026-08-10T17:29:00Z,2026-08-10T17:39:00Z,2026-08-10T19:15:00Z,High,"Investigated suspicious Reconnaissance activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0007,CSE-09,CSE-09-ALT-0007,2026-08-30T05:08:00Z,2026-08-30T05:14:00Z,2026-08-30T06:50:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0008,CSE-09,CSE-09-ALT-0008,2026-08-01T15:14:00Z,2026-08-01T15:18:00Z,2026-08-01T16:10:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0009,CSE-09,CSE-09-ALT-0009,2026-08-17T13:07:00Z,2026-08-17T13:14:00Z,2026-08-17T13:51:00Z,High,"Investigated suspicious Lateral Movement activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0010,CSE-09,CSE-09-ALT-0010,2026-08-20T09:38:00Z,2026-08-20T09:39:00Z,2026-08-20T09:23:00Z,Critical,"Investigated suspicious Malware activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0011,CSE-09,CSE-09-ALT-0011,2026-08-15T20:07:00Z,2026-08-15T20:15:00Z,2026-08-15T21:19:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0012,CSE-09,CSE-09-ALT-0012,2026-08-24T05:40:00Z,2026-08-24T05:47:00Z,2026-08-24T06:58:00Z,High,"Investigated suspicious Malware activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0013,CSE-09,CSE-09-ALT-0013,2026-08-17T16:39:00Z,2026-08-17T16:46:00Z,2026-08-17T17:36:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0014,CSE-09,CSE-09-ALT-0014,2026-08-04T11:31:00Z,2026-08-04T11:35:00Z,2026-08-04T13:28:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0015,CSE-09,CSE-09-ALT-0015,2026-08-23T21:18:00Z,2026-08-23T21:27:00Z,2026-08-23T21:03:00Z,Critical,"Investigated suspicious Identity/Credential Access activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0016,CSE-09,CSE-09-ALT-0016,2026-08-16T18:15:00Z,2026-08-16T18:17:00Z,2026-08-16T18:56:00Z,Medium,"Investigated suspicious Malware activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0017,CSE-09,CSE-09-ALT-0017,2026-08-04T00:04:00Z,2026-08-04T00:09:00Z,2026-08-04T00:56:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0018,CSE-09,CSE-09-ALT-0018,2026-08-10T16:29:00Z,2026-08-10T16:32:00Z,2026-08-10T17:21:00Z,High,"Investigated suspicious Malware activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0019,CSE-09,CSE-09-ALT-0019,2026-08-27T05:20:00Z,2026-08-27T05:22:00Z,2026-08-27T06:14:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0020,CSE-09,CSE-09-ALT-0020,2026-08-23T04:10:00Z,2026-08-23T04:18:00Z,2026-08-23T03:55:00Z,Critical,"Investigated suspicious Lateral Movement activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0021,CSE-09,CSE-09-ALT-0021,2026-08-03T19:52:00Z,2026-08-03T19:54:00Z,2026-08-03T20:55:00Z,High,"Investigated suspicious Lateral Movement activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0022,CSE-09,CSE-09-ALT-0022,2026-08-09T20:44:00Z,2026-08-09T20:51:00Z,2026-08-09T22:25:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0023,CSE-09,CSE-09-ALT-0023,2026-08-06T06:46:00Z,2026-08-06T06:48:00Z,2026-08-06T07:46:00Z,Medium,"Investigated suspicious Malware activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0024,CSE-09,CSE-09-ALT-0024,2026-08-22T22:11:00Z,2026-08-22T22:17:00Z,2026-08-22T23:39:00Z,High,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0025,CSE-09,CSE-09-ALT-0025,2026-08-30T07:57:00Z,2026-08-30T08:05:00Z,2026-08-30T07:42:00Z,Critical,"Investigated suspicious Identity/Credential Access activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0026,CSE-09,CSE-09-ALT-0026,2026-08-02T10:16:00Z,2026-08-02T10:17:00Z,2026-08-02T11:36:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0027,CSE-09,CSE-09-ALT-0027,2026-08-28T18:33:00Z,2026-08-28T18:35:00Z,2026-08-28T20:32:00Z,High,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0028,CSE-09,CSE-09-ALT-0028,2026-08-13T05:43:00Z,2026-08-13T05:46:00Z,2026-08-13T07:12:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0029,CSE-09,CSE-09-ALT-0029,2026-08-21T13:32:00Z,2026-08-21T13:40:00Z,2026-08-21T15:12:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0030,CSE-09,CSE-09-ALT-0030,2026-08-11T15:21:00Z,2026-08-11T15:30:00Z,2026-08-11T15:06:00Z,Critical,"Investigated suspicious Lateral Movement activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0031,CSE-09,CSE-09-ALT-0031,2026-08-27T15:05:00Z,2026-08-27T15:15:00Z,2026-08-27T16:41:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0032,CSE-09,CSE-09-ALT-0032,2026-08-15T18:07:00Z,2026-08-15T18:09:00Z,2026-08-15T18:49:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0033,CSE-09,CSE-09-ALT-0033,2026-08-19T01:00:00Z,2026-08-19T01:10:00Z,2026-08-19T01:51:00Z,High,"Investigated suspicious Denial of Service activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0034,CSE-09,CSE-09-ALT-0034,2026-08-18T14:41:00Z,2026-08-18T14:47:00Z,2026-08-18T16:19:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0035,CSE-09,CSE-09-ALT-0035,2026-08-28T22:21:00Z,2026-08-28T22:31:00Z,2026-08-28T22:06:00Z,Critical,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0036,CSE-09,CSE-09-ALT-0036,2026-08-15T11:06:00Z,2026-08-15T11:07:00Z,2026-08-15T12:14:00Z,High,"Investigated suspicious Denial of Service activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0037,CSE-09,CSE-09-ALT-0037,2026-08-26T17:35:00Z,2026-08-26T17:37:00Z,2026-08-26T19:02:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0038,CSE-09,CSE-09-ALT-0038,2026-08-06T06:47:00Z,2026-08-06T06:49:00Z,2026-08-06T08:19:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
CSE-09-CASE-0039,CSE-09,CSE-09-ALT-0039,2026-08-04T20:13:00Z,2026-08-04T20:19:00Z,2026-08-04T21:17:00Z,High,"Investigated suspicious Data Exfiltration activity on CSE-09-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-005,Completed,LEAD-REV-01
CSE-09-CASE-0040,CSE-09,CSE-09-ALT-0040,2026-08-22T05:37:00Z,2026-08-22T05:45:00Z,2026-08-22T05:22:00Z,Critical,"Investigated suspicious Malware activity on CSE-09-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-001,Completed,LEAD-REV-01
CSE-09-CASE-0041,CSE-09,CSE-09-ALT-0041,2026-08-02T00:47:00Z,2026-08-02T00:54:00Z,2026-08-02T02:37:00Z,Medium,"Investigated suspicious Malware activity on CSE-09-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-002,Completed,LEAD-REV-01
CSE-09-CASE-0042,CSE-09,CSE-09-ALT-0042,2026-08-25T13:44:00Z,2026-08-25T13:47:00Z,2026-08-25T14:46:00Z,High,"Investigated suspicious Privilege Escalation activity on CSE-09-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-003,Completed,LEAD-REV-01
CSE-09-CASE-0043,CSE-09,CSE-09-ALT-0043,2026-08-21T03:56:00Z,2026-08-21T04:03:00Z,2026-08-21T05:40:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-09-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-09-AST-004,Completed,LEAD-REV-01
